generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
RootPopulationSizeScaler5	12377	19654	1	0.0188679	0.0575012	
LeafPopulationSizeScaler5	13110	18899	1	0.0188679	0.0510297	
MutationRateScaler6	1591	30460	1	0.0188679	0.0099785	
RootPopulationSizeScaler6	12215	19770	1	0.0188679	0.0413275	
LeafPopulationSizeScaler6	4346	27631	1	0.0188679	0.0041489	
MutationRateScaler7	100	31918	1	0.0188679	0.00684667	
RootPopulationSizeScaler7	12416	19584	1	0.0188679	0.0533581	
LeafPopulationSizeScaler7	286	31747	1	0.0188679	0.00235377	
MutationRateScaler8	7954	24066	1	0.0188679	0.02282	
RootPopulationSizeScaler8	12548	19511	1	0.0188679	0.0479133	
LeafPopulationSizeScaler8	9954	22061	1	0.0188679	0.0196237	
generation 140000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	26411	0	10	0.188679	none	
ConcentrationScaler	3663	4163	3	0.0566038	2.02941	
TimeSizeRateMixer	30578	70118	6	0.113208	0.0185676	
TimeRootSizeMixer	39951	59493	6	0.113208	0.032624	
EventTimeScaler	142050	241245	1	0.0188679	0.0568874	
MutationRateScaler0	11607	22779	1	0.0188679	0.0355332	
RootPopulationSizeScaler0	14319	20126	1	0.0188679	0.0599355	
LeafPopulationSizeScaler0	14315	20095	1	0.0188679	0.0428439	
MutationRateScaler1	1941	32507	1	0.0188679	0.00778494	
RootPopulationSizeScaler1	12676	21644	1	0.0188679	0.0681309	
LeafPopulationSizeScaler1	4199	30186	1	0.0188679	0.00373327	
MutationRateScaler2	12639	21761	1	0.0188679	0.0400186	
RootPopulationSizeScaler2	14436	19879	1	0.0188679	0.0615125	
LeafPopulationSizeScaler2	14501	19856	1	0.0188679	0.05485	
MutationRateScaler3	13314	21061	1	0.0188679	0.0449086	
RootPopulationSizeScaler3	14518	19812	1	0.0188679	0.0679109	
LeafPopulationSizeScaler3	14793	19561	1	0.0188679	0.0629536	
MutationRateScaler4	9358	25131	1	0.0188679	0.0276127	
RootPopulationSizeScaler4	13476	20937	1	0.0188679	0.0461831	
LeafPopulationSizeScaler4	13417	21071	1	0.0188679	0.026749	
MutationRateScaler5	12190	22197	1	0.0188679	0.0394556	
RootPopulationSizeScaler5	13333	21078	1	0.0188679	0.05736	
LeafPopulationSizeScaler5	14110	20301	1	0.0188679	0.0509378	
MutationRateScaler6	1751	32693	1	0.0188679	0.00971521	
RootPopulationSizeScaler6	13172	21212	1	0.0188679	0.0411785	
LeafPopulationSizeScaler6	4711	29649	1	0.0188679	0.00406559	
MutationRateScaler7	105	34271	1	0.0188679	0.00663695	
RootPopulationSizeScaler7	13352	21031	1	0.0188679	0.0531882	
LeafPopulationSizeScaler7	314	34111	1	0.0188679	0.00228251	
MutationRateScaler8	8684	25727	1	0.0188679	0.0225948	
RootPopulationSizeScaler8	13504	20944	1	0.0188679	0.0477718	
LeafPopulationSizeScaler8	10711	23677	1	0.0188679	0.0194611	
generation 150000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	28243	0	10	0.188679	none	
ConcentrationScaler	3905	4466	3	0.0566038	2.02835	
TimeSizeRateMixer	32925	75002	6	0.113208	0.0184205	
TimeRootSizeMixer	42912	63533	6	0.113208	0.0325861	
EventTimeScaler	152543	257573	1	0.0188679	0.0566976	
MutationRateScaler0	12514	24345	1	0.0188679	0.035357	
RootPopulationSizeScaler0	15377	21503	1	0.0188679	0.0599122	
LeafPopulationSizeScaler0	15377	21486	1	0.0188679	0.0428513	
MutationRateScaler1	2130	34776	1	0.0188679	0.00759292	
RootPopulationSizeScaler1	13645	23130	1	0.0188679	0.0679022	
LeafPopulationSizeScaler1	4571	32266	1	0.0188679	0.00366145	
MutationRateScaler2	13587	23255	1	0.0188679	0.0398835	
RootPopulationSizeScaler2	15471	21312	1	0.0188679	0.0614164	
LeafPopulationSizeScaler2	15523	21279	1	0.0188679	0.0548003	
MutationRateScaler3	14299	22536	1	0.0188679	0.0447733	
RootPopulationSizeScaler3	15528	21271	1	0.0188679	0.0677486	
LeafPopulationSizeScaler3	15888	20919	1	0.0188679	0.0629732	
MutationRateScaler4	10114	26848	1	0.0188679	0.027359	
RootPopulationSizeScaler4	14434	22405	1	0.0188679	0.0460494	
LeafPopulationSizeScaler4	14448	22495	1	0.0188679	0.0267134	
MutationRateScaler5	13106	23713	1	0.0188679	0.0392846	
RootPopulationSizeScaler5	14329	22514	1	0.0188679	0.0572413	
LeafPopulationSizeScaler5	15200	21663	1	0.0188679	0.0509235	
MutationRateScaler6	1953	34976	1	0.0188679	0.00947597	
RootPopulationSizeScaler6	14184	22654	1	0.0188679	0.0410898	
LeafPopulationSizeScaler6	5128	31687	1	0.0188679	0.00399091	
MutationRateScaler7	116	36751	1	0.0188679	0.00643765	
RootPopulationSizeScaler7	14342	22500	1	0.0188679	0.0530654	
LeafPopulationSizeScaler7	351	36518	1	0.0188679	0.00221682	
MutationRateScaler8	9338	27527	1	0.0188679	0.0223418	
RootPopulationSizeScaler8	14500	22418	1	0.0188679	0.0476627	
LeafPopulationSizeScaler8	11510	25324	1	0.0188679	0.019314	
